pokemon,generation,version_group,move,level_learned
poliwhirl,1,red-blue,hypnosis,1
poliwhirl,1,red-blue,bubble,1
poliwhirl,1,red-blue,hypnosis,16
poliwhirl,1,red-blue,water-gun,19
poliwhirl,1,red-blue,double-slap,26
poliwhirl,1,red-blue,body-slam,33
poliwhirl,1,red-blue,amnesia,41
poliwhirl,1,red-blue,hydro-pump,49
poliwrath,1,red-blue,double-slap,1
poliwrath,1,red-blue,body-slam,1
poliwrath,1,red-blue,water-gun,1
poliwrath,1,red-blue,hypnosis,1
poliwrath,1,red-blue,hypnosis,16
poliwrath,1,red-blue,water-gun,19
ponyta,1,red-blue,ember,1
ponyta,1,red-blue,tail-whip,30
ponyta,1,red-blue,stomp,32
ponyta,1,red-blue,growl,35
ponyta,1,red-blue,fire-spin,39
ponyta,1,red-blue,take-down,43
ponyta,1,red-blue,agility,48
porygon,1,red-blue,tackle,1
porygon,1,red-blue,sharpen,1
porygon,1,red-blue,conversion,1
porygon,1,red-blue,psybeam,23
porygon,1,red-blue,recover,28
porygon,1,red-blue,agility,35
porygon,1,red-blue,tri-attack,42
primeape,1,red-blue,karate-chop,1
primeape,1,red-blue,scratch,1
primeape,1,red-blue,leer,1
primeape,1,red-blue,fury-swipes,1
primeape,1,red-blue,karate-chop,15
primeape,1,red-blue,fury-swipes,21
primeape,1,red-blue,focus-energy,27
primeape,1,red-blue,seismic-toss,37
primeape,1,red-blue,thrash,46
psyduck,1,red-blue,scratch,1
psyduck,1,red-blue,tail-whip,28
psyduck,1,red-blue,disable,31
psyduck,1,red-blue,confusion,36
psyduck,1,red-blue,fury-swipes,43
psyduck,1,red-blue,hydro-pump,52
raichu,1,red-blue,growl,1
raichu,1,red-blue,thunder-shock,1
raichu,1,red-blue,thunder-wave,1
rapidash,1,red-blue,stomp,1
rapidash,1,red-blue,tail-whip,1
rapidash,1,red-blue,growl,1
rapidash,1,red-blue,ember,1
rapidash,1,red-blue,tail-whip,30
rapidash,1,red-blue,stomp,32
rapidash,1,red-blue,growl,35
rapidash,1,red-blue,fire-spin,39
rapidash,1,red-blue,take-down,47
rapidash,1,red-blue,agility,55
raticate,1,red-blue,tackle,1
raticate,1,red-blue,tail-whip,1
raticate,1,red-blue,quick-attack,1
raticate,1,red-blue,quick-attack,7
raticate,1,red-blue,hyper-fang,14
raticate,1,red-blue,focus-energy,27
raticate,1,red-blue,super-fang,41
rattata,1,red-blue,tackle,1
rattata,1,red-blue,tail-whip,1
rattata,1,red-blue,quick-attack,7
rattata,1,red-blue,hyper-fang,14
rattata,1,red-blue,focus-energy,23
rattata,1,red-blue,super-fang,34
rhydon,1,red-blue,stomp,1
rhydon,1,red-blue,horn-attack,1
rhydon,1,red-blue,fury-attack,1
rhydon,1,red-blue,tail-whip,1
rhydon,1,red-blue,stomp,30
rhydon,1,red-blue,tail-whip,35
rhydon,1,red-blue,fury-attack,40
rhydon,1,red-blue,horn-drill,48
rhydon,1,red-blue,leer,55
rhydon,1,red-blue,take-down,64
rhyhorn,1,red-blue,horn-attack,1
rhyhorn,1,red-blue,stomp,30
rhyhorn,1,red-blue,tail-whip,35
rhyhorn,1,red-blue,fury-attack,40
rhyhorn,1,red-blue,horn-drill,45
rhyhorn,1,red-blue,leer,50
rhyhorn,1,red-blue,take-down,55
sandshrew,1,red-blue,scratch,1
sandshrew,1,red-blue,sand-attack,10
sandshrew,1,red-blue,slash,17
sandshrew,1,red-blue,poison-sting,24
sandshrew,1,red-blue,swift,31
sandshrew,1,red-blue,fury-swipes,38
sandslash,1,red-blue,scratch,1
sandslash,1,red-blue,sand-attack,1
sandslash,1,red-blue,sand-attack,10
sandslash,1,red-blue,slash,17
sandslash,1,red-blue,poison-sting,27
sandslash,1,red-blue,swift,36
sandslash,1,red-blue,fury-swipes,47
scyther,1,red-blue,quick-attack,1
scyther,1,red-blue,leer,17
scyther,1,red-blue,focus-energy,20
scyther,1,red-blue,double-team,24
scyther,1,red-blue,slash,29
scyther,1,red-blue,swords-dance,35
scyther,1,red-blue,agility,42
seadra,1,red-blue,smokescreen,1
seadra,1,red-blue,bubble,1
seadra,1,red-blue,smokescreen,19
seadra,1,red-blue,leer,24
seadra,1,red-blue,water-gun,30
seadra,1,red-blue,agility,41
seadra,1,red-blue,hydro-pump,52
seaking,1,red-blue,tail-whip,1
seaking,1,red-blue,supersonic,1
seaking,1,red-blue,peck,1
seaking,1,red-blue,supersonic,19
seaking,1,red-blue,horn-attack,24
seaking,1,red-blue,fury-attack,30
seaking,1,red-blue,waterfall,39
seaking,1,red-blue,horn-drill,48
seaking,1,red-blue,agility,54
seel,1,red-blue,headbutt,1
seel,1,red-blue,growl,30
seel,1,red-blue,aurora-beam,35
seel,1,red-blue,rest,40
seel,1,red-blue,take-down,45
seel,1,red-blue,ice-beam,50
shellder,1,red-blue,tackle,1
shellder,1,red-blue,withdraw,1
shellder,1,red-blue,supersonic,18
shellder,1,red-blue,clamp,23
shellder,1,red-blue,aurora-beam,30
shellder,1,red-blue,leer,39
shellder,1,red-blue,ice-beam,50
slowbro,1,red-blue,headbutt,1
slowbro,1,red-blue,disable,1
slowbro,1,red-blue,confusion,1
slowbro,1,red-blue,disable,18
slowbro,1,red-blue,headbutt,22
slowbro,1,red-blue,growl,27
slowbro,1,red-blue,water-gun,33
slowbro,1,red-blue,withdraw,37
slowbro,1,red-blue,amnesia,44
slowbro,1,red-blue,psychic,55
slowpoke,1,red-blue,confusion,1
slowpoke,1,red-blue,disable,18
slowpoke,1,red-blue,headbutt,22
slowpoke,1,red-blue,growl,27
slowpoke,1,red-blue,water-gun,33
slowpoke,1,red-blue,amnesia,40
slowpoke,1,red-blue,psychic,48
snorlax,1,red-blue,headbutt,1
snorlax,1,red-blue,amnesia,1
snorlax,1,red-blue,rest,1
snorlax,1,red-blue,body-slam,35
snorlax,1,red-blue,harden,41
snorlax,1,red-blue,double-edge,48
snorlax,1,red-blue,hyper-beam,56
spearow,1,red-blue,growl,1
spearow,1,red-blue,peck,1
spearow,1,red-blue,leer,9
spearow,1,red-blue,fury-attack,15
spearow,1,red-blue,mirror-move,22
spearow,1,red-blue,drill-peck,29
spearow,1,red-blue,agility,36
squirtle,1,red-blue,tackle,1
squirtle,1,red-blue,tail-whip,1
squirtle,1,red-blue,bubble,8
squirtle,1,red-blue,water-gun,15
squirtle,1,red-blue,bite,22
squirtle,1,red-blue,withdraw,28
squirtle,1,red-blue,skull-bash,35
squirtle,1,red-blue,hydro-pump,42
starmie,1,red-blue,tackle,1
starmie,1,red-blue,water-gun,1
starmie,1,red-blue,harden,1
staryu,1,red-blue,tackle,1
staryu,1,red-blue,water-gun,17
staryu,1,red-blue,harden,22
staryu,1,red-blue,recover,27
staryu,1,red-blue,swift,32
staryu,1,red-blue,minimize,37
staryu,1,red-blue,light-screen,42
staryu,1,red-blue,hydro-pump,47
tangela,1,red-blue,bind,1
tangela,1,red-blue,constrict,1
tangela,1,red-blue,absorb,29
tangela,1,red-blue,poison-powder,32
tangela,1,red-blue,stun-spore,36
tangela,1,red-blue,sleep-powder,39
tangela,1,red-blue,slam,45
tangela,1,red-blue,growth,49
tauros,1,red-blue,tackle,1
tauros,1,red-blue,stomp,21
tauros,1,red-blue,tail-whip,28
tauros,1,red-blue,leer,35
tauros,1,red-blue,rage,44
tauros,1,red-blue,take-down,51
tentacool,1,red-blue,acid,1
tentacool,1,red-blue,supersonic,7
tentacool,1,red-blue,wrap,13
tentacool,1,red-blue,poison-sting,18
tentacool,1,red-blue,water-gun,22
tentacool,1,red-blue,constrict,27
tentacool,1,red-blue,barrier,33
tentacool,1,red-blue,screech,40
tentacool,1,red-blue,hydro-pump,48
tentacruel,1,red-blue,wrap,1
tentacruel,1,red-blue,supersonic,1
tentacruel,1,red-blue,acid,1
tentacruel,1,red-blue,supersonic,7
tentacruel,1,red-blue,wrap,13
tentacruel,1,red-blue,poison-sting,18
tentacruel,1,red-blue,water-gun,22
tentacruel,1,red-blue,constrict,27
tentacruel,1,red-blue,barrier,35
tentacruel,1,red-blue,screech,43
tentacruel,1,red-blue,hydro-pump,50
vaporeon,1,red-blue,sand-attack,1
vaporeon,1,red-blue,tackle,1
vaporeon,1,red-blue,water-gun,1
vaporeon,1,red-blue,quick-attack,1
vaporeon,1,red-blue,quick-attack,27
vaporeon,1,red-blue,water-gun,31
vaporeon,1,red-blue,tail-whip,37
vaporeon,1,red-blue,bite,40
vaporeon,1,red-blue,acid-armor,42
vaporeon,1,red-blue,haze,44
vaporeon,1,red-blue,mist,48
vaporeon,1,red-blue,hydro-pump,54
venomoth,1,red-blue,tackle,1
venomoth,1,red-blue,disable,1
venomoth,1,red-blue,poison-powder,1
venomoth,1,red-blue,leech-life,1
venomoth,1,red-blue,poison-powder,24
venomoth,1,red-blue,leech-life,27
venomoth,1,red-blue,stun-spore,30
venomoth,1,red-blue,psybeam,38
venomoth,1,red-blue,sleep-powder,43
venomoth,1,red-blue,psychic,50
venonat,1,red-blue,tackle,1
venonat,1,red-blue,disable,1
venonat,1,red-blue,poison-powder,24
venonat,1,red-blue,leech-life,27
venonat,1,red-blue,stun-spore,30
venonat,1,red-blue,psybeam,35
venonat,1,red-blue,sleep-powder,38
venonat,1,red-blue,psychic,43
venusaur,1,red-blue,vine-whip,1
venusaur,1,red-blue,tackle,1
venusaur,1,red-blue,growl,1
venusaur,1,red-blue,leech-seed,1
venusaur,1,red-blue,leech-seed,7
venusaur,1,red-blue,vine-whip,13
venusaur,1,red-blue,poison-powder,22
venusaur,1,red-blue,razor-leaf,30
venusaur,1,red-blue,growth,43
venusaur,1,red-blue,sleep-powder,55
venusaur,1,red-blue,solar-beam,65
victreebel,1,red-blue,acid,1
victreebel,1,red-blue,razor-leaf,1
victreebel,1,red-blue,stun-spore,1
victreebel,1,red-blue,sleep-powder,1
victreebel,1,red-blue,wrap,13
victreebel,1,red-blue,poison-powder,15
victreebel,1,red-blue,sleep-powder,18
vileplume,1,red-blue,acid,1
vileplume,1,red-blue,stun-spore,1
vileplume,1,red-blue,sleep-powder,1
vileplume,1,red-blue,petal-dance,1
vileplume,1,red-blue,poison-powder,15
vileplume,1,red-blue,stun-spore,17
vileplume,1,red-blue,sleep-powder,19
voltorb,1,red-blue,tackle,1
voltorb,1,red-blue,screech,1
voltorb,1,red-blue,sonic-boom,17
voltorb,1,red-blue,self-destruct,22
voltorb,1,red-blue,light-screen,29
voltorb,1,red-blue,swift,36
voltorb,1,red-blue,explosion,43
vulpix,1,red-blue,tail-whip,1
vulpix,1,red-blue,ember,1
vulpix,1,red-blue,quick-attack,16
vulpix,1,red-blue,roar,21
vulpix,1,red-blue,confuse-ray,28
vulpix,1,red-blue,flamethrower,35
vulpix,1,red-blue,fire-spin,42
wartortle,1,red-blue,tackle,1
wartortle,1,red-blue,tail-whip,1
wartortle,1,red-blue,bubble,1
wartortle,1,red-blue,bubble,8
wartortle,1,red-blue,water-gun,15
wartortle,1,red-blue,bite,24
wartortle,1,red-blue,withdraw,31
wartortle,1,red-blue,skull-bash,39
wartortle,1,red-blue,hydro-pump,47
weedle,1,red-blue,poison-sting,1
weedle,1,red-blue,string-shot,1
weepinbell,1,red-blue,vine-whip,1
weepinbell,1,red-blue,wrap,1
weepinbell,1,red-blue,growth,1
weepinbell,1,red-blue,wrap,13
weepinbell,1,red-blue,poison-powder,15
weepinbell,1,red-blue,sleep-powder,18
weepinbell,1,red-blue,stun-spore,23
weepinbell,1,red-blue,acid,29
weepinbell,1,red-blue,razor-leaf,38
weepinbell,1,red-blue,slam,49
weezing,1,red-blue,tackle,1
weezing,1,red-blue,smog,1
weezing,1,red-blue,sludge,1
weezing,1,red-blue,sludge,32
weezing,1,red-blue,smokescreen,39
weezing,1,red-blue,self-destruct,43
weezing,1,red-blue,haze,49
weezing,1,red-blue,explosion,53
wigglytuff,1,red-blue,double-slap,1
wigglytuff,1,red-blue,sing,1
wigglytuff,1,red-blue,disable,1
wigglytuff,1,red-blue,defense-curl,1
zapdos,1,red-blue,drill-peck,1
zapdos,1,red-blue,thunder-shock,1
zapdos,1,red-blue,thunder,51
zapdos,1,red-blue,agility,55
zapdos,1,red-blue,light-screen,60
zubat,1,red-blue,leech-life,1
zubat,1,red-blue,supersonic,10
zubat,1,red-blue,bite,15
zubat,1,red-blue,confuse-ray,21
zubat,1,red-blue,wing-attack,28
zubat,1,red-blue,haze,36
abra,2,gold-silver,teleport,1
abra,2,crystal,teleport,1
aerodactyl,2,gold-silver,wing-attack,1
aerodactyl,2,crystal,wing-attack,1
aerodactyl,2,gold-silver,agility,8
aerodactyl,2,crystal,agility,8
aerodactyl,2,gold-silver,bite,15
aerodactyl,2,crystal,bite,15
aerodactyl,2,gold-silver,supersonic,22
aerodactyl,2,crystal,supersonic,22
aerodactyl,2,gold-silver,ancient-power,29
aerodactyl,2,crystal,ancient-power,29
aerodactyl,2,gold-silver,scary-face,36
aerodactyl,2,crystal,scary-face,36
aerodactyl,2,gold-silver,take-down,43
aerodactyl,2,crystal,take-down,43
aerodactyl,2,gold-silver,hyper-beam,50
aerodactyl,2,crystal,hyper-beam,50
aipom,2,gold-silver,scratch,1
aipom,2,crystal,scratch,1
aipom,2,gold-silver,tail-whip,1
aipom,2,crystal,tail-whip,1
aipom,2,gold-silver,sand-attack,6
aipom,2,crystal,sand-attack,6
aipom,2,gold-silver,baton-pass,12
aipom,2,crystal,baton-pass,12
aipom,2,gold-silver,fury-swipes,19
aipom,2,crystal,fury-swipes,19
aipom,2,gold-silver,swift,27
aipom,2,crystal,swift,27
aipom,2,gold-silver,screech,36
aipom,2,crystal,screech,36
aipom,2,gold-silver,agility,46
aipom,2,crystal,agility,46
alakazam,2,gold-silver,confusion,1
alakazam,2,crystal,confusion,1
alakazam,2,gold-silver,teleport,1
alakazam,2,crystal,teleport,1
alakazam,2,gold-silver,kinesis,1
alakazam,2,crystal,kinesis,1
alakazam,2,gold-silver,confusion,16
alakazam,2,crystal,confusion,16
alakazam,2,gold-silver,disable,18
alakazam,2,crystal,disable,18
alakazam,2,gold-silver,psybeam,21
alakazam,2,crystal,psybeam,21
alakazam,2,gold-silver,recover,26
alakazam,2,crystal,recover,26
alakazam,2,gold-silver,future-sight,31
alakazam,2,crystal,future-sight,31
alakazam,2,gold-silver,psychic,38
alakazam,2,crystal,psychic,38
alakazam,2,gold-silver,reflect,45
alakazam,2,crystal,reflect,45
ampharos,2,gold-silver,tackle,1
ampharos,2,crystal,tackle,1
ampharos,2,gold-silver,growl,1
ampharos,2,crystal,growl,1
ampharos,2,gold-silver,thunder-shock,1
ampharos,2,crystal,thunder-shock,1
ampharos,2,gold-silver,thunder-wave,1
ampharos,2,crystal,thunder-wave,1
ampharos,2,gold-silver,thunder-shock,9
ampharos,2,crystal,thunder-shock,9
ampharos,2,gold-silver,thunder-wave,18
ampharos,2,crystal,thunder-wave,18
ampharos,2,gold-silver,cotton-spore,27
ampharos,2,crystal,cotton-spore,27
ampharos,2,gold-silver,thunder-punch,30
ampharos,2,crystal,thunder-punch,30
ampharos,2,gold-silver,light-screen,42
ampharos,2,crystal,light-screen,42
ampharos,2,gold-silver,thunder,57
ampharos,2,crystal,thunder,57
arbok,2,gold-silver,wrap,1
arbok,2,crystal,wrap,1
arbok,2,gold-silver,poison-sting,1
arbok,2,crystal,poison-sting,1
arbok,2,gold-silver,leer,1
arbok,2,crystal,leer,1
arbok,2,gold-silver,bite,1
arbok,2,crystal,bite,1
arbok,2,gold-silver,poison-sting,9
arbok,2,crystal,poison-sting,9
arbok,2,gold-silver,bite,15
arbok,2,crystal,bite,15
arbok,2,gold-silver,glare,25
arbok,2,crystal,glare,25
arbok,2,gold-silver,screech,33
arbok,2,crystal,screech,33
arbok,2,gold-silver,acid,43
arbok,2,crystal,acid,43
arbok,2,gold-silver,haze,51
arbok,2,crystal,haze,51
arcanine,2,gold-silver,take-down,1
arcanine,2,crystal,take-down,1
arcanine,2,gold-silver,leer,1
arcanine,2,crystal,leer,1
arcanine,2,gold-silver,roar,1
arcanine,2,crystal,roar,1
arcanine,2,gold-silver,flame-wheel,1
arcanine,2,crystal,flame-wheel,1
arcanine,2,gold-silver,extreme-speed,50
arcanine,2,crystal,extreme-speed,50
ariados,2,gold-silver,poison-sting,1
ariados,2,crystal,poison-sting,1
ariados,2,gold-silver,string-shot,1
ariados,2,crystal,string-shot,1
ariados,2,gold-silver,constrict,1
ariados,2,crystal,constrict,1
ariados,2,gold-silver,scary-face,1
ariados,2,crystal,scary-face,1
ariados,2,gold-silver,scary-face,6
ariados,2,crystal,scary-face,6
ariados,2,gold-silver,constrict,11
ariados,2,crystal,constrict,11
ariados,2,gold-silver,night-shade,17
ariados,2,crystal,night-shade,17
ariados,2,gold-silver,leech-life,25
ariados,2,crystal,leech-life,25
ariados,2,gold-silver,fury-swipes,34
ariados,2,crystal,fury-swipes,34
ariados,2,gold-silver,spider-web,43
ariados,2,crystal,spider-web,43
ariados,2,crystal,agility,53
ariados,2,gold-silver,screech,53
ariados,2,gold-silver,psychic,63
ariados,2,crystal,psychic,63
articuno,2,gold-silver,gust,1
articuno,2,crystal,gust,1
articuno,2,gold-silver,powder-snow,1
articuno,2,crystal,powder-snow,1
articuno,2,gold-silver,mist,13
articuno,2,crystal,mist,13
articuno,2,gold-silver,agility,25
articuno,2,crystal,agility,25
articuno,2,gold-silver,mind-reader,37
articuno,2,crystal,mind-reader,37
articuno,2,gold-silver,ice-beam,49
articuno,2,crystal,ice-beam,49
articuno,2,gold-silver,reflect,61
articuno,2,crystal,reflect,61
articuno,2,gold-silver,blizzard,73
articuno,2,crystal,blizzard,73
azumarill,2,gold-silver,tackle,1
azumarill,2,crystal,tackle,1
azumarill,2,gold-silver,tail-whip,1
azumarill,2,crystal,tail-whip,1
azumarill,2,gold-silver,water-gun,1
azumarill,2,crystal,water-gun,1
azumarill,2,gold-silver,defense-curl,1
azumarill,2,crystal,defense-curl,1
azumarill,2,gold-silver,defense-curl,3
azumarill,2,crystal,defense-curl,3
azumarill,2,gold-silver,tail-whip,6
azumarill,2,crystal,tail-whip,6
azumarill,2,gold-silver,water-gun,10
azumarill,2,crystal,water-gun,10
azumarill,2,gold-silver,rollout,15
azumarill,2,crystal,rollout,15
azumarill,2,gold-silver,bubble-beam,25
azumarill,2,crystal,bubble-beam,25
azumarill,2,gold-silver,double-edge,36
azumarill,2,crystal,double-edge,36
azumarill,2,gold-silver,rain-dance,48
azumarill,2,crystal,rain-dance,48
bayleef,2,gold-silver,tackle,1
bayleef,2,crystal,tackle,1
bayleef,2,gold-silver,growl,1
bayleef,2,crystal,growl,1
bayleef,2,gold-silver,razor-leaf,1
bayleef,2,crystal,razor-leaf,1
bayleef,2,gold-silver,reflect,1
bayleef,2,crystal,reflect,1
bayleef,2,gold-silver,razor-leaf,8
bayleef,2,crystal,razor-leaf,8
bayleef,2,gold-silver,reflect,12
bayleef,2,crystal,reflect,12
bayleef,2,gold-silver,poison-powder,15
bayleef,2,crystal,poison-powder,15
bayleef,2,gold-silver,synthesis,23
bayleef,2,crystal,synthesis,23
bayleef,2,gold-silver,body-slam,31
bayleef,2,crystal,body-slam,31
bayleef,2,gold-silver,light-screen,39
bayleef,2,crystal,light-screen,39
bayleef,2,gold-silver,safeguard,47
bayleef,2,crystal,safeguard,47
bayleef,2,gold-silver,solar-beam,55
bayleef,2,crystal,solar-beam,55
beedrill,2,gold-silver,fury-attack,1
beedrill,2,crystal,fury-attack,1
beedrill,2,gold-silver,fury-attack,10
beedrill,2,crystal,fury-attack,10
beedrill,2,gold-silver,focus-energy,15
beedrill,2,crystal,focus-energy,15
beedrill,2,gold-silver,twineedle,20
beedrill,2,crystal,twineedle,20
beedrill,2,gold-silver,rage,25
beedrill,2,crystal,rage,25
beedrill,2,gold-silver,pursuit,30
beedrill,2,crystal,pursuit,30
beedrill,2,gold-silver,pin-missile,35
beedrill,2,crystal,pin-missile,35
beedrill,2,gold-silver,agility,40
beedrill,2,crystal,agility,40
bellossom,2,gold-silver,absorb,1
bellossom,2,crystal,absorb,1
bellossom,2,gold-silver,stun-spore,1
bellossom,2,crystal,stun-spore,1
bellossom,2,gold-silver,petal-dance,1
bellossom,2,crystal,petal-dance,1
bellossom,2,gold-silver,sweet-scent,1
bellossom,2,crystal,sweet-scent,1
bellossom,2,gold-silver,solar-beam,55
bellossom,2,crystal,solar-beam,55
bellsprout,2,gold-silver,vine-whip,1
bellsprout,2,crystal,vine-whip,1
bellsprout,2,gold-silver,growth,6
bellsprout,2,crystal,growth,6
bellsprout,2,gold-silver,wrap,11
bellsprout,2,crystal,wrap,11
bellsprout,2,gold-silver,sleep-powder,15
bellsprout,2,crystal,sleep-powder,15
bellsprout,2,gold-silver,poison-powder,17
bellsprout,2,crystal,poison-powder,17
bellsprout,2,gold-silver,stun-spore,19
bellsprout,2,crystal,stun-spore,19
bellsprout,2,gold-silver,acid,23
bellsprout,2,crystal,acid,23
bellsprout,2,gold-silver,sweet-scent,30
bellsprout,2,crystal,sweet-scent,30
bellsprout,2,gold-silver,razor-leaf,37
bellsprout,2,crystal,razor-leaf,37
bellsprout,2,gold-silver,slam,45
bellsprout,2,crystal,slam,45
blastoise,2,gold-silver,tackle,1
blastoise,2,crystal,tackle,1
blastoise,2,gold-silver,tail-whip,1
blastoise,2,crystal,tail-whip,1
blastoise,2,gold-silver,withdraw,1
blastoise,2,crystal,withdraw,1
blastoise,2,gold-silver,bubble,1
blastoise,2,crystal,bubble,1
blastoise,2,gold-silver,tail-whip,4
blastoise,2,crystal,tail-whip,4
blastoise,2,gold-silver,bubble,7
blastoise,2,crystal,bubble,7
blastoise,2,gold-silver,withdraw,10
blastoise,2,crystal,withdraw,10
blastoise,2,gold-silver,water-gun,13
blastoise,2,crystal,water-gun,13
blastoise,2,gold-silver,bite,19
blastoise,2,crystal,bite,19
blastoise,2,gold-silver,rapid-spin,25
blastoise,2,crystal,rapid-spin,25
blastoise,2,gold-silver,protect,31
blastoise,2,crystal,protect,31
blastoise,2,gold-silver,rain-dance,42
blastoise,2,crystal,rain-dance,42
blastoise,2,gold-silver,skull-bash,55
blastoise,2,crystal,skull-bash,55
blastoise,2,gold-silver,hydro-pump,68
blastoise,2,crystal,hydro-pump,68
blissey,2,gold-silver,pound,1
blissey,2,crystal,pound,1
blissey,2,gold-silver,growl,4
blissey,2,crystal,growl,4
blissey,2,gold-silver,tail-whip,7
blissey,2,crystal,tail-whip,7
blissey,2,gold-silver,soft-boiled,10
blissey,2,crystal,soft-boiled,10
blissey,2,gold-silver,double-slap,13
blissey,2,crystal,double-slap,13
blissey,2,gold-silver,minimize,18
blissey,2,crystal,minimize,18
blissey,2,gold-silver,sing,23
blissey,2,crystal,sing,23
blissey,2,gold-silver,egg-bomb,28
blissey,2,crystal,egg-bomb,28
blissey,2,gold-silver,defense-curl,33
blissey,2,crystal,defense-curl,33
blissey,2,gold-silver,light-screen,40
blissey,2,crystal,light-screen,40
blissey,2,gold-silver,double-edge,47
blissey,2,crystal,double-edge,47
bulbasaur,2,gold-silver,tackle,1
bulbasaur,2,crystal,tackle,1
bulbasaur,2,gold-silver,growl,4
